id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1558996121191677953,1558995793058594818,2022-08-14 21:56:54 EDT,2022-08-14,21:56:54,-0400,752158094197686272,tkgagnon,T.K.G,,@SK3Creations @RareApepeYC LFG congrats man well deserved 👑👑👑👑👑,en,[],[],[],0,0,0,[],[],https://twitter.com/tkgagnon/status/1558996121191677953,False,,0,,,,,,,,"[{'screen_name': 'SK3Creations', 'name': 'SK3000👑', 'id': '1472679523607003137'}, {'screen_name': 'RareApepeYC', 'name': 'Rare Apepes', 'id': '1463338833546780674'}]",,,,
1558996120898084866,1558990954136231938,2022-08-14 21:56:54 EDT,2022-08-14,21:56:54,-0400,1411054149354012676,k1ll3r_f4iry,𓏲𖡼. ri,,"@seositou Gracias beli, eso espero 🙆‍♀️💕",es,[],[],[],0,0,0,[],[],https://twitter.com/k1ll3r_f4iry/status/1558996120898084866,False,,0,,,,,,,,"[{'screen_name': 'seositou', 'name': 'beli :3', 'id': '1548547401253675009'}]",,,,
1558996120755646471,1558951017315958784,2022-08-14 21:56:54 EDT,2022-08-14,21:56:54,-0400,1327484294298701824,ko41481661,K.O.ミラ@赤杉鯖,,@yu_sandesuyo118 交易で買うと自動でボーナス箱が開いちゃいますもんねー(´-ε-｀) あのワイワイ好きだったんだけどなあ。,ja,[],[],[],0,0,0,[],[],https://twitter.com/KO41481661/status/1558996120755646471,False,,0,,,,,,,,"[{'screen_name': 'yu_sandesuyo118', 'name': 'ゆー118ライフアフター', 'id': '1399190114278862857'}]",,,,
1558996120441073665,1558996120441073665,2022-08-14 21:56:54 EDT,2022-08-14,21:56:54,-0400,774656052,1s4k8,sknsk（風花無双バレ有り）,,自軍のリンハルトをロストさせないと見れないカスパル・バルタザールの支援差分、見たがるのなんて幼馴染好きだけなのにわざわざリンハルトを殺さないといけないの闇すぎなんだけど　メインストーリーの差分まであるならほんとキリがないんですが…,ja,[],[],[],0,0,0,[],[],https://twitter.com/1s4k8/status/1558996120441073665,False,,0,,,,,,,,[],,,,
1558996120097140736,1558996120097140736,2022-08-14 21:56:54 EDT,2022-08-14,21:56:54,-0400,875138361475739649,9nera_parak1,ねら。🕊️,,おはようね〜 今日は久しぶりにお外に出ます出ますお友達に会います生きていけます（？）  あと明日の21時からはお誘い受けた配信の企画あるのでどこかでポケモンしてます！またそのへん詳しくは後ほど…,ja,[],[],[],0,0,0,[],[],https://twitter.com/9Nera_paraK1/status/1558996120097140736,False,,0,,,,,,,,[],,,,
1558996119882833927,1558996119882833927,2022-08-14 21:56:54 EDT,2022-08-14,21:56:54,-0400,464748190,s14041k,ゆうき,,✳︎虫✳︎  どうしようかなぁ、って放置してて今朝見たらめっちゃこども生まれた  https://t.co/uCY2jpzaco,ja,[],[],"['https://pbs.twimg.com/media/FaKqtQMVsAA57vl.jpg', 'https://pbs.twimg.com/media/FaKqtQNUcAA0_3-.jpg']",0,0,0,[],[],https://twitter.com/s14041k/status/1558996119882833927,False,,1,https://pbs.twimg.com/media/FaKqtQMVsAA57vl.jpg,,,,,,,[],,,,
1558996119786467329,1558996119786467329,2022-08-14 21:56:54 EDT,2022-08-14,21:56:54,-0400,1169865971764359168,kos47y669giezj6,そら,,スコアアタックで貰ったポイントで5回チケットチャレンジ。 単発がいいのかも？！ まだ持ってなかったSも有難い♪  #ヘブバン  https://t.co/wK5nozKkQ8,ja,[],[],"['https://pbs.twimg.com/media/FaKqstjUIAY6ky6.jpg', 'https://pbs.twimg.com/media/FaKqs7NVUAAHuUj.jpg', 'https://pbs.twimg.com/media/FaKqtJnVUAARJWZ.jpg', 'https://pbs.twimg.com/media/FaKqtWZUUAEqDOm.jpg']",0,0,0,['ヘブバン'],[],https://twitter.com/kOs47y669GiEzj6/status/1558996119786467329,False,,1,https://pbs.twimg.com/media/FaKqstjUIAY6ky6.jpg,,,,,,,[],,,,
1558996119761301504,1558996119761301504,2022-08-14 21:56:54 EDT,2022-08-14,21:56:54,-0400,1268837750351921152,marga1et2_a,α k α n e 🕶,,前回のヤクザオフのお気に入りの動画　#ヤクザ事務所亞弐魔組  https://t.co/pCZhoVGTCQ,ja,[],[],['https://pbs.twimg.com/media/FaKqtIZUIAAJEfy.jpg'],0,0,0,['ヤクザ事務所亞弐魔組'],[],https://twitter.com/marga1et2_a/status/1558996119761301504,False,,1,https://pbs.twimg.com/media/FaKqtIZUIAAJEfy.jpg,,,,,,,[],,,,
1558996119753216000,1558996119753216000,2022-08-14 21:56:54 EDT,2022-08-14,21:56:54,-0400,1374358496624275459,admkskumar1,A D M K Skumar,, https://t.co/FutwOdB46s,zxx,[],[],['https://pbs.twimg.com/media/FaKqmWFakAAJTbS.jpg'],0,0,0,[],[],https://twitter.com/ADMKSkumar1/status/1558996119753216000,False,,1,https://pbs.twimg.com/media/FaKqmWFakAAJTbS.jpg,,,,,,,[],,,,
1558996119665152000,1558996119665152000,2022-08-14 21:56:54 EDT,2022-08-14,21:56:54,-0400,1504066442647719941,kik1yfbqgmg0ab1,ヒロシハート,,只今到着❗４０人以上は並んでます❗😅,ja,[],[],[],0,0,0,[],[],https://twitter.com/kIK1yFBqGmG0ab1/status/1558996119665152000,False,,0,,,,,,,,[],,,,
1558996122319798272,1558774785206779910,2022-08-14 21:56:54 EDT,2022-08-14,21:56:54,-0400,1556934220877930496,susil56626718,susil,,@Fallen_x_King @sain_jutt007 Aare bhikharion apne aap itna khus. Yehi hota hai tumhara saath...apne aap khud ko bada inteligent maan kete ho😂. Jab ki ho nehi😂 Pehele toilet banlo . Ye sun le tumhara katora khan kya bol raha hai toilet ke bare meain..👇 https://t.co/SaJ76PlLul,hi,[],['https://youtu.be/-b9bz_Gn994'],[],0,0,0,[],[],https://twitter.com/susil56626718/status/1558996122319798272,False,,0,,,,,,,,"[{'screen_name': 'Fallen_x_King', 'name': 'SAAD', 'id': '1259506674714509312'}, {'screen_name': 'sain_jutt007', 'name': 'سائیں جٹ', 'id': '1409468269111676931'}]",,,,
1558996122273808387,1558508948260536320,2022-08-14 21:56:54 EDT,2022-08-14,21:56:54,-0400,979606032291909632,alishern_1,Alisher Nasrullayev,,"@MBahadirovna Shunaqa joylarda ""ajoyib"" insonlar ishlaydida! Bitta roʻmol oʻrasa bilimi kamayib qoladimi?! Yoki roʻmolini yechsa bilimi oshib ketadimi?! Undan koʻra ta'limni kuchaytir!",in,[],[],[],0,0,0,[],[],https://twitter.com/AlisherN_1/status/1558996122273808387,False,,0,,,,,,,,"[{'screen_name': 'MBahadirovna', 'name': 'Madina_Bahadirovna', 'id': '1222930533862256640'}]",,,,
1558996121405771776,1558996121405771776,2022-08-14 21:56:54 EDT,2022-08-14,21:56:54,-0400,1345939778898857984,dunphyregine,ً jea,,"name, age, adress, school last attended to, reason why you chose slmcs and STEM? ay hindi po ako nag pili ng school, nanay ko po. forda ayaw ako paaralin sa univ kaya pinag catholic school ako. STEM? need ko po academic validation. chz boiset.",tl,[],[],[],0,0,0,[],[],https://twitter.com/dunphyregine/status/1558996121405771776,False,,0,,,,,,,,[],,,,
1558996120755646471,1558951017315958784,2022-08-14 21:56:54 EDT,2022-08-14,21:56:54,-0400,1327484294298701824,ko41481661,K.O.ミラ@赤杉鯖,,@yu_sandesuyo118 交易で買うと自動でボーナス箱が開いちゃいますもんねー(´-ε-｀) あのワイワイ好きだったんだけどなあ。,ja,[],[],[],0,0,0,[],[],https://twitter.com/KO41481661/status/1558996120755646471,False,,0,,,,,,,,"[{'screen_name': 'yu_sandesuyo118', 'name': 'ゆー118ライフアフター', 'id': '1399190114278862857'}]",,,,
1558996120537530368,1558996120537530368,2022-08-14 21:56:54 EDT,2022-08-14,21:56:54,-0400,1249613729756401664,mi_ko2020,ミーコ＠気になるサプリ,,なんでも話せる仲もいいけど、言いたくないことを言わない、秘密ができる仲も大切だと思う。,ja,[],[],[],0,0,0,[],[],https://twitter.com/mi_ko2020/status/1558996120537530368,False,,0,,,,,,,,[],,,,
1558996120000376832,1558750010761973760,2022-08-14 21:56:54 EDT,2022-08-14,21:56:54,-0400,1543823987079520257,gz88qiu4l7xjrko,十文路レグバ,,@Sakae_Subatomo 当たった〜！喜,ja,[],[],[],0,0,0,[],[],https://twitter.com/gz88QIU4l7xjrKo/status/1558996120000376832,False,,0,,,,,,,,"[{'screen_name': 'Sakae_Subatomo', 'name': 'SaGae-ENP@よ分🇯🇲自ナ坂山鈴太平エナ冠', 'id': '1537650559477374977'}]",,,,
1558996119752822784,1558996119752822784,2022-08-14 21:56:54 EDT,2022-08-14,21:56:54,-0400,1549819109981859840,luvch4ko,neo ִֶָ𖤐˚,,40 DAYS AND 40 NIGHTS,en,[],[],[],0,0,0,[],[],https://twitter.com/luvch4ko/status/1558996119752822784,False,,0,,,,,,,,[],,,,
1558996118414901249,1558996118414901249,2022-08-14 21:56:54 EDT,2022-08-14,21:56:54,-0400,1296705376058916869,caratnctizen,💙💚,,ilang beses ko talaga inulit panoorin 😂 angkyut 💙,tl,[],[],[],0,0,0,[],[],https://twitter.com/caratNctizen/status/1558996118414901249,False,https://twitter.com/pledis_17/status/1558636459740893185,0,,,,,,,,[],,,,
1558996117958033408,1558995662812823552,2022-08-14 21:56:53 EDT,2022-08-14,21:56:53,-0400,1504055217549361152,_ko_ta_777,kota総実績81対応⭕️,,@K5506789 thank you,en,[],[],[],0,0,0,[],[],https://twitter.com/_ko_ta_777/status/1558996117958033408,False,,0,,,,,,,,"[{'screen_name': 'K5506789', 'name': 'ふゆ大福 実績35対応⭕️仲介⭕️', 'id': '1546812525731143681'}]",,,,
1558996117517385730,1558791012553838596,2022-08-14 21:56:53 EDT,2022-08-14,21:56:53,-0400,1519252285360156673,neoh_the,Neoh The Short Queen,,@mlota_azola Ko kae?how?,tl,[],[],[],0,0,0,[],[],https://twitter.com/neoh_the/status/1558996117517385730,False,,0,,,,,,,,"[{'screen_name': 'mlota_azola', 'name': 'Azola Mlota', 'id': '1314611335808901120'}]",,,,
1558996117513125888,1558996117513125888,2022-08-14 21:56:53 EDT,2022-08-14,21:56:53,-0400,1034237081973710848,dessaramos8,dess,,grabe nalabas sa fyp ko,tl,[],[],[],0,0,0,[],[],https://twitter.com/DessaRamos8/status/1558996117513125888,False,,0,,,,,,,,[],,,,
1558996117198479365,1558813129877835777,2022-08-14 21:56:53 EDT,2022-08-14,21:56:53,-0400,1415415756129329153,niko__nyan_,"⚠️ NiKo ⚠️ ❗️ 8/20 코코페, 8/27 팝콘 ❗️",,@Lucy_0872 ㅋㅋㅋㅋㅋ ㅠㅠ...,ko,[],[],[],0,0,0,[],[],https://twitter.com/NiKo__NyaN_/status/1558996117198479365,False,,0,,,,,,,,"[{'screen_name': 'Lucy_0872', 'name': 'Lucy', 'id': '1531818153340112896'}]",,,,
1558996117177524225,1558996117177524225,2022-08-14 21:56:53 EDT,2022-08-14,21:56:53,-0400,1196036975809069057,ko_mamamamimimi,🤷‍♂️🤷‍♂️🤷‍♂️,,ぐぬぅ…この久しぶりのスプラトゥーンしたい欲…ぐぬぅ…1時間だけ…1時間だけなら許されるかな…ぐぬぅ。,ja,[],[],[],0,0,0,[],[],https://twitter.com/ko_mamamamimimi/status/1558996117177524225,False,,0,,,,,,,,[],,,,
1558996115646660609,1558996115646660609,2022-08-14 21:56:53 EDT,2022-08-14,21:56:53,-0400,1530108833393410049,ii_ravana,𝓖𝓮𝓵𝓪𝓲,,Andun din nso ko sa school kuhaan now e tapos sabihin vip nanaman ako kaya bukas hys,tl,[],[],[],0,0,0,[],[],https://twitter.com/ii_ravana/status/1558996115646660609,False,,0,,,,,,,,[],,,,
1558996113281228801,1558119113570254848,2022-08-14 21:56:52 EDT,2022-08-14,21:56:52,-0400,1509942074300379142,niaam_sz,Nia’am Shahnawaz,,"@Hiten05167816 @MI_Sarani @kadak_chai_ Abhay salay, teri maa terai baap ko nahi pehchani aur phir kisi Gundit ashiq sai to aya😁",hi,[],[],[],0,0,0,[],[],https://twitter.com/Niaam_SZ/status/1558996113281228801,False,,0,,,,,,,,"[{'screen_name': 'Hiten05167816', 'name': 'Alone Mask', 'id': '1009692809186562048'}, {'screen_name': 'MI_Sarani', 'name': 'Muhammad Imran 🇵🇰', 'id': '1278657236382998532'}, {'screen_name': 'kadak_chai_', 'name': 'Shruti', 'id': '1398116131223719944'}]",,,,
1558996112320917504,1558996112320917504,2022-08-14 21:56:52 EDT,2022-08-14,21:56:52,-0400,3336410233,rainlmbrt,samantha,,tangina mo kang tigilan mo ko gumastos pls,tl,[],[],[],0,0,0,[],[],https://twitter.com/rainlmbrt/status/1558996112320917504,False,,0,,,,,,,,[],,,,
1558996111532011521,1558996111532011521,2022-08-14 21:56:52 EDT,2022-08-14,21:56:52,-0400,1121310918728540160,hachino8ko,はっち,,🦈 グラブル歴2304日のあなたと相性ぴったりなのはメグ SkyLeapでグラブルキャラと相性診断！無料で9万モバコインゲットのチャンス！  https://t.co/AeXc6ICULJ  #真夏のグラブル水着相性診断 #SkyLeap3周年,ja,[],['https://go.dena.my/qAbFDvn'],[],0,0,0,"['真夏のグラブル水着相性診断', 'skyleap3周年']",[],https://twitter.com/hachino8ko/status/1558996111532011521,False,,0,,,,,,,,[],,,,
1558996110760620032,1558944709757743105,2022-08-14 21:56:52 EDT,2022-08-14,21:56:52,-0400,1217064696815030274,y_with_a_james,JAM,,@hannadielll Nalipat ko ata kalungkutan ko HAHAHA,tl,[],[],[],0,0,0,[],[],https://twitter.com/Y_with_a_james/status/1558996110760620032,False,,0,,,,,,,,"[{'screen_name': 'hannadielll', 'name': 'H', 'id': '920757114791911424'}]",,,,
1558996110282465280,1558996110282465280,2022-08-14 21:56:52 EDT,2022-08-14,21:56:52,-0400,1503911803641729025,ko81936622,Manoj Kori,,#FreedomFromSocialEvils भारत देश अंग्रेजों से तो आजाद हो गया किंतु भ्रष्टाचार और घोटालों से आज़ाद नहीं हुआ। स्वच्छ राष्ट्र का निर्माण करने के लिए संत रामपाल जी महाराज जी की शिक्षाओं को ग्रहण करना होगा।  Supreme Saint Rampal Ji Maharaj  https://t.co/0UTVmxCpCe,hi,[],[],['https://pbs.twimg.com/media/FaKqsilaIAA7_o3.jpg'],0,0,0,['freedomfromsocialevils'],[],https://twitter.com/ko81936622/status/1558996110282465280,False,,1,https://pbs.twimg.com/media/FaKqsilaIAA7_o3.jpg,,,,,,,[],,,,
1558996109758201856,1558018974281256960,2022-08-14 21:56:51 EDT,2022-08-14,21:56:51,-0400,1555388810149924865,ninjaone19,NinjaOne,,@TheDeanQuinito Oh nasa yong pinagmamalaki mong coach na di tatalikod sa bayan? Kala ko ba kumuha ng coach yong SBP na ang priority yan Gilas? Mukang puro lang kayo salita. May pa pinoy pinoy ka pang nalalaman. 10days practice hahaha bakit sa interbarangay lang ba paglalaroan ng national team?,tl,[],[],[],0,0,0,[],[],https://twitter.com/NinjaOne19/status/1558996109758201856,False,,0,,,,,,,,"[{'screen_name': 'TheDeanQuinito', 'name': 'Quinito Henson', 'id': '341484821'}]",,,,
1558996069920296961,1558996069920296961,2022-08-14 21:56:42 EDT,2022-08-14,21:56:42,-0400,42157296,tmj_kor_jobs,TMJ-KOR Jobs,"{'type': 'Point', 'coordinates': [36.9921075, 127.1129451]}","Have you ever had a role like ""Incident Response Dashboard Developer, Lead""? What did you like most about that job? #BoozAllen #IT",en,[],[],[],0,0,0,"['boozallen', 'it']",[],https://twitter.com/tmj_kor_jobs/status/1558996069920296961,False,,0,,,,,,,,[],,,,
1558995859953823744,1558995859953823744,2022-08-14 21:55:52 EDT,2022-08-14,21:55:52,-0400,972052345914732544,cf_kor,クラフィ円卓コピペbot,,ランス：『世界が認めたココア』なるものを買ったガレスが、「こういう見栄張った奴嫌いなんだ、世界が認めても僕は認めない」そう言って一口飲んだあと「何これ！美味しい！認めた！今認めた！」って一人でなんか言ってて吹いた,ja,[],[],[],0,0,0,[],[],https://twitter.com/cf_kor/status/1558995859953823744,False,,0,,,,,,,,[],,,,
1558995813929349120,1558995813929349120,2022-08-14 21:55:41 EDT,2022-08-14,21:55:41,-0400,1480058969787748354,theomelon,🍉,,i love my girlfriend ❤️ ng sexy men ten nor na kor jronaen 😒,en,[],[],[],0,0,0,[],[],https://twitter.com/theomelon/status/1558995813929349120,False,,0,,,,,,,,[],,,,
1558995775534911498,1558995236109574144,2022-08-14 21:55:32 EDT,2022-08-14,21:55:32,-0400,1041057682562670592,kor3y,erzys,,"@xzarkai could work on effects, syncing, rsmb, ttv reactions, apex clips, superglide method, lurch method, controller method, 4-4 method",en,[],[],[],0,0,0,[],[],https://twitter.com/kor3y/status/1558995775534911498,False,,0,,,,,,,,"[{'screen_name': 'xzarkai', 'name': 'Zarkai', 'id': '1547349646019858433'}]",,,,
1558995767104155648,1558995767104155648,2022-08-14 21:55:30 EDT,2022-08-14,21:55:30,-0400,1204001403909226497,cmbck_kor,이끼,,오마이가아아아앗…너무 기대돼 🥹 버논이 목소리를 듣는 것도 버논이가 공유해주는 생각의 조각들을 보는 것도.. 매번 말하지만 버논이가 말해주는 생각이나 마인드셋은 늘 나에게 새로운 자극이구 사랑이라서.. 눈 뜨자마자 🥹🫶 &lt; 요 상태  https://t.co/CkDxLE6tBY,ko,[],[],['https://pbs.twimg.com/media/FaKqYipagAAjjP7.jpg'],0,0,0,[],[],https://twitter.com/cmbck_kor/status/1558995767104155648,False,,1,https://pbs.twimg.com/media/FaKqYipagAAjjP7.jpg,,,,,,,[],,,,
1558995751480483841,1558852139983798274,2022-08-14 21:55:26 EDT,2022-08-14,21:55:26,-0400,1329633913791254529,a_a_kor_2,Andrey,,@ksuunja хозяйственный парень,ru,[],[],[],0,0,0,[],[],https://twitter.com/a_a_kor_2/status/1558995751480483841,False,,0,,,,,,,,"[{'screen_name': 'ksuunja', 'name': '🌾🐾 Лапкой бяк 🐾🌾', 'id': '56925470'}]",,,,
1558995630931906560,1558995630931906560,2022-08-14 21:54:57 EDT,2022-08-14,21:54:57,-0400,1442082301186248704,kor_dg,😾야옹탐정✨,,뫼시다. &lt;&lt; 전라도 방언이었다니! 🤣,ko,[],[],[],0,0,0,[],[],https://twitter.com/Kor_DG/status/1558995630931906560,False,,0,,,,,,,,[],,,,
1558995386022236160,1558995386022236160,2022-08-14 21:53:59 EDT,2022-08-14,21:53:59,-0400,110936167,happytraffic,국가교통정보센터,,[강원권 10:50 현재] 소통 : 정체 (국도44호선) 갈마곡1교 → 연봉교차로 (양평방향) 교통량 증가 #traffic_kor  https://t.co/AeMjk2yZHm,ko,[],[],['https://pbs.twimg.com/media/FaKqCV7UsAMG7-l.jpg'],0,0,0,['traffic_kor'],[],https://twitter.com/HappyTraffic/status/1558995386022236160,False,,1,https://pbs.twimg.com/media/FaKqCV7UsAMG7-l.jpg,,,,,,,[],,,,
1558995373053644800,1558995373053644800,2022-08-14 21:53:56 EDT,2022-08-14,21:53:56,-0400,1152579005196984320,tenipocom,TENIPO - Tennis Livescore,,ITF M15 Anseong - Clay (Second Round Qualifying) Yeongmin Joo (KOR) def. Jaewoo Park (KOR) 6-0 6-2,en,[],[],[],0,0,0,[],[],https://twitter.com/TENIPOcom/status/1558995373053644800,False,,0,,,,,,,,[],,,,
1558995254988111873,1558995254988111873,2022-08-14 21:53:28 EDT,2022-08-14,21:53:28,-0400,146066313,kor_celebrities,韓流ツイッター,,オク・チュヒョン（Fin.K.L）、飼い猫のために”人間キャットタワー”に変身  https://t.co/Abucjh3n2D,ja,[],['https://www.wowkorea.jp/news/enter/2022/0815/10359957.html'],[],0,0,1,[],[],https://twitter.com/kor_celebrities/status/1558995254988111873,False,,0,,,,,,,,[],,,,
1558995146355552257,1558995146355552257,2022-08-14 21:53:02 EDT,2022-08-14,21:53:02,-0400,114667774,kor119,ACE,,뻘짓 안했으면~,ko,[],[],[],0,0,0,[],[],https://twitter.com/kor119/status/1558995146355552257,False,https://twitter.com/jk_space/status/1558962567959420928,0,,,,,,,,[],,,,
1558995077426323457,1558936362078064640,2022-08-14 21:52:45 EDT,2022-08-14,21:52:45,-0400,998985373236707328,korsoupp,Kory,,@parfait0_ @JammerJammy well for silent hills being cancelled and what not this will explain it better  https://t.co/verf3A2Sib basically mobile games and konami's greed made silent hills not happen,en,[],['https://www.youtube.com/watch?v=yr4RvdREwl8&ab_channel=TheGrateDebate'],[],0,0,0,[],[],https://twitter.com/KorSoupp/status/1558995077426323457,False,,0,,,,,,,,"[{'screen_name': 'parfait0_', 'name': 'parfait (COMMISSIONS ARE OPEN)', 'id': '1551233763862093824'}, {'screen_name': 'JammerJammy', 'name': 'Jammy', 'id': '1483214724946817024'}]",,,,
1558995063979384832,1558988862822952960,2022-08-14 21:52:42 EDT,2022-08-14,21:52:42,-0400,1325801055913959426,bnrystar,luna 💙 HYUKA DAY,,@JKTEAM_KOR @BTS_twt Artist of the Summer 2022  I vote #Jungkook of @BTS_twt for #AudacyAOTS ‼️,en,"[{'screen_name': 'bts_twt', 'name': '방탄소년단', 'id': '335141638'}]",[],[],0,0,0,"['jungkook', 'audacyaots']",[],https://twitter.com/bnrystar/status/1558995063979384832,False,,0,,,,,,,,"[{'screen_name': 'JKTEAM_KOR', 'name': '정국 한국팀', 'id': '1350420001505755137'}, {'screen_name': 'BTS_twt', 'name': '방탄소년단', 'id': '335141638'}]",,,,
1558994986716303360,1558994986716303360,2022-08-14 21:52:24 EDT,2022-08-14,21:52:24,-0400,1152579005196984320,tenipocom,TENIPO - Tennis Livescore,,ITF M15 Anseong - Clay (Second Round Qualifying) Jangjun Kim (KOR) def. Stefan Bianchet (AUS) walkover,en,[],[],[],0,0,0,[],[],https://twitter.com/TENIPOcom/status/1558994986716303360,False,,0,,,,,,,,[],,,,
1558994904797388800,1558967967383138304,2022-08-14 21:52:04 EDT,2022-08-14,21:52:04,-0400,1271998766388740097,patrici77279868,Patry ||🐰✨bad decisions✨,,@JKTEAM_KOR @BTS_twt All done. Thanks!  I vote for #Jungkook of  @BTS_twt for #AudacyAOTS,en,"[{'screen_name': 'bts_twt', 'name': '방탄소년단', 'id': '335141638'}]",[],[],0,0,0,"['jungkook', 'audacyaots']",[],https://twitter.com/Patrici77279868/status/1558994904797388800,False,,0,,,,,,,,"[{'screen_name': 'JKTEAM_KOR', 'name': '정국 한국팀', 'id': '1350420001505755137'}, {'screen_name': 'BTS_twt', 'name': '방탄소년단', 'id': '335141638'}]",,,,
